ano,dia,n_questao,texto
2013,1,QUESTÃO 14,"Então, a travessia das veredas sertanejas é mais 
exaustiva que a de uma estepe nua. Nesta, ao menos, 
o viajante tem o desafogo de um horizonte largo e a 
perspectiva das planuras francas. Ao passo que a outra 
o afoga; abrevia-lhe o olhar; agride-o e estonteia-o; 
enlaça-o na trama espinescente e não o atrai; repulsa-o 
com as folhas urticantes, com o espinho, com os gravetos 
estalados em lanças, e desdobra-se-lhe na frente léguas e 
léguas, imutável no aspecto desolado; árvore sem folhas, 
de galhos estorcidos e secos, revoltos, entrecruzados, 
apontando rijamente no espaço ou estirando-se flexuosos 
pelo solo, lembrando um bracejar imenso, de tortura, da 
flora agonizante...
CUNHA, E. Os sertões. Disponível em: http://pt.scribd.com. Acesso em: 2 jun. 2012.
Os elementos da paisagem descritos no texto 
correspondem a aspectos biogeográficos presentes na 
A composição de vegetação xerófila.
B formação de florestas latifoliadas.
C transição para mata de grande porte.
D adaptação à elevada salinidade.
E homogeneização da cobertura perenifólia.
*AZUL75SAB5*

2013"
2016,2,QUESTÃO 94,"Inestabilidad estable
Los que llevan toda la vida esforzándose por conseguir 
evitar que la incertidumbre se apodere de sus habilidades, 
todas esas lecciones sobre cómo asegurarse el porvenir, 
aquellos que nos aconsejaban que nos dejáramos de 
etcétera, abuelos, padres, maestros, suegros, bancos y 
seguradoras, nos estaban dando gato por liebre.
Y el mundo, este mundo que nos han creado, que 
al tocarlo en la pantalla creemos estar transformando a 
medida de nuestro deseo, nos está modelando según 
O título do texto antecipa a opinião do autor pelo uso de 
dois termos contraditórios que expressam o sentido de
A competitividade e busca do lucro, que caracterizam a 
sociedade contemporânea.
B
marca o mundo atual.
C negação dos valores defendidos pelas gerações 
anteriores em relação ao trabalho.
D
sistema vigente.
E permanência da inconstância em uma sociedade 
marcada por contínuas mudanças."
2016,2,QUESTÃO 92,"Disponível em: www.ct.gov. Acesso em: 30 jul. 2012 (adaptado).
Orientações à população são encontradas também em 
sites
no cartaz disponível na internet, o leitor tem acesso aos(às)
A ações do governo local referentes a calamidades.
B relatos de sobreviventes em tragédias marcantes.
C tipos de desastres naturais possíveis de acontecer.
D informações sobre acidentes ocorridos em Connecticut.
E medidas de emergência a serem tomadas em catástrofes."
2015,1,QUESTÃO 35,"a carta de uma menina americana de sete anos cujo pai 
era piloto na Guerra do Afeganistão: ela escreveu que — 
embora amasse muito seu pai — estava pronta a deixá-lo 
Bush citou suas palavras, elas foram entendidas como 
conduzir uma experiência mental simples e imaginar uma 
menina árabe maometana pateticamente lendo para as 
câmeras as mesmas palavras a respeito do pai que lutava 
pelo Talibã — não é necessário pensar muito sobre qual 
teria sido a nossa reação.
ZIZEK, S. Bem-vindo ao deserto do real. São Paulo: Bom Tempo, 2003.
A situação imaginária proposta pelo autor explicita o 
A prática da diplomacia.
B exercício da alteridade.
C expansão da democracia.
D universalização do progresso.
E conquista da autodeterminação.

2015 *AZUL75SAB13*"
2009,1,Questão 21,"Os seres vivos apresentam diferentes ciclos de 
vida, caracterizados pelas fases nas quais gametas são 
produzidos e pelos processos reprodutivos que resultam 
na geração de novos indivíduos.  
 
Considerando-se um modelo simplificado padrão para 
geração de indivíduos viáveis, a alternativa que 
corresponde ao observado em seres humanos é: 
 
A 
 
B 
   
C 
   
D 
   
E 
  
 
Disponível em: www.infoescola.com (adaptado)."
2019,2,Questão 171,"Uma empresa confecciona e comercializa um 
brinquedo formado por uma locomotiva, pintada na cor 
preta, mais 12 vagões de iguais formato e tamanho, 
numerados de 1 a 12. Dos 12 vagões, 4 são pintados 
na cor vermelha, 3 na cor azul, 3 na cor verde e 2 na cor 
amarela. O trem é montado utilizando-se uma locomotiva 
e 12 vagões, ordenados crescentemente segundo suas 
numerações, conforme ilustrado na figura.
1 2 3 4 5 6 7 8 9 10 11 12
De acordo com as possíveis variações nas colorações 
dos vagões, a quantidade de trens que podem ser 
montados, expressa por meio de combinações, é 
dada por
A 12
4
12
3
12
3
12
2
B
C
D
E"
2013,2,QUESTÃO 153,"Um dos grandes problemas enfrentados nas rodovias 
brasileiras é o excesso de carga transportada pelos 
caminhões. Dimensionado para o tráfego dentro dos 
limites legais de carga, o piso das estradas se deteriora 
com o peso excessivo dos caminhões. Além disso, o 
excesso de carga interfere na capacidade de frenagem 
e no funcionamento da suspensão do veículo, causas 
frequentes de acidentes.
Ciente dessa responsabilidade e com base na 
experiência adquirida com pesagens, um caminhoneiro 
sabe que seu caminhão pode carregar, no máximo, 1 500 
telhas ou 1 200 tijolos.
Considerando esse caminhão carregado com 900 
telhas, quantos tijolos, no máximo, podem ser 
acrescentados à carga de modo a não ultrapassar a 
carga máxima do caminhão?
A 300 tijolos
B 360 tijolos
C 400 tijolos
D 480 tijolos
E 600 tijolos"
2018,2,QUESTÃO 106,"mais entre si podem ser consideradas como uma espécie se diferenciando. Um pesquisador realizou cruzamentos 
Epidendrum denticulatum
Considere que o doador fornece o pólen para o receptor.
DOADOR             RECEPTOR - Polinização induzida inviável ou nula
DOADOR             RECEPTOR - Polinização induzida bem-sucedida
PÃO DE 
AÇÚCAR
RESULTADOS DOS
CRUZAMENTOS
PETI PETI
ALCOBAÇA
OLIVENÇA
MARAMBAIA
MASSAMBABA
Mata Atlântica Cerrado
BERTIOGA
ITAPEVA
ITIRAPINA
FIORAVANTI, C. Os primeiros passos de novas espécies: plantas e animais se diferenciam por meio de mecanismos surpreendentes. Pesquisa Fapesp
A
B Itirapina e Itapeva; Marambaia e Massambaba.
C Itirapina e Marambaia; Alcobaça e Itirapina.
D Itirapina e Peti; Alcobaça e Marambaia.
E Itirapina e Olivença; Marambaia e Peti."
2019,2,Questão 130,"Uma cozinheira colocou sal a mais no feijão que 
estava cozinhando. Para solucionar o problema, ela 
acrescentou batatas cruas e sem tempero dentro da 
panela. Quando terminou de cozinhá-lo, as batatas 
estavam salgadas, porque absorveram parte do caldo 
com excesso de sal. Finalmente, ela adicionou água 
para completar o caldo do feijão.
O sal foi absorvido pelas batatas por
A osmose, por envolver apenas o transporte 
do solvente.
B fagocitose, porque o sal transportado é uma 
substância sólida.
C exocitose, uma vez que o sal foi transportado da 
água para a batata.
D pinocitose, porque o sal estava diluído na água 
quando foi transportado.
E difusão, porque o transporte ocorreu a favor do 
gradiente de concentração."
2015,1,QUESTÃO 51,"Um grupo de pesquisadores desenvolveu um 
contaminante na água, que utiliza um plástico produzido a 
partir do líquido da castanha-de-caju (LCC). A composição 
química do LCC é muito parecida com a do petróleo e suas 
moléculas, por suas características, interagem formando 
agregados com o petróleo. Para retirar os agregados da 
água, os pesquisadores misturam ao LCC nanopartículas 
magnéticas.
KIFFER, D. Novo método para remoção de petróleo usa óleo de mamona e castanha-de-caju.
Disponível em: www.faperj.br. Acesso em: 31 jul. 2012 (adaptado).
Essa técnica considera dois processos de separação de 
misturas, sendo eles, respectivamente,
A
B decomposição e centrifugação.
C
D destilação fracionada e peneiração.
E dissolução fracionada e magnetização."
