codigo_questao,questao,enunciado,alternativas
2017399024,"Questão enem2017399024

E aqui, antes de continuar este espetáculo, é necessário que façamos uma advertência a todos e a cada um. Neste momento, achamos fundamental que cada um tome uma posição definida. Sem que cada um tome uma posição definida, não é possível continuarmos. É fundamental que cada um tome uma posição, seja para a esquerda, seja para a direita. Admitimos mesmo que alguns tomem uma posição neutra, fiquem de braços cruzados. Mas é preciso que cada um, uma vez tomada sua posição, fique nela! Porque senão, companheiros, as cadeiras do teatro rangem muito e ninguém ouve nada.
FERNANDES, M.; RANGEL, F. Liberdade, liberdade. Porto Alegre: L&PM, 2009.

A peça Liberdade, liberdade, encenada em 1964, apresenta o impasse vivido pela sociedade brasileira em
face do regime vigente. Esse impasse é representado no fragmento pelo(a):

A) barulho excessivo produzido pelo ranger das cadeiras do teatro.
B) indicação da neutralidade como a melhor opção ideológica naquele momento.
C) constatação da censura em função do engajamento social do texto dramático.
D) correlação entre o alinhamento político e a posição corporal dos espectadores.
E) interrupção do espetáculo em virtude do comportamento inadequado do público.
","

E aqui, antes de continuar este espetáculo, é necessário que façamos uma advertência a todos e a cada um. Neste momento, achamos fundamental que cada um tome uma posição definida. Sem que cada um tome uma posição definida, não é possível continuarmos. É fundamental que cada um tome uma posição, seja para a esquerda, seja para a direita. Admitimos mesmo que alguns tomem uma posição neutra, fiquem de braços cruzados. Mas é preciso que cada um, uma vez tomada sua posição, fique nela! Porque senão, companheiros, as cadeiras do teatro rangem muito e ninguém ouve nada.
FERNANDES, M.; RANGEL, F. Liberdade, liberdade. Porto Alegre: L&PM, 2009.

A peça Liberdade, liberdade, encenada em 1964, apresenta o impasse vivido pela sociedade brasileira em
face do regime vigente. Esse impasse é representado no fragmento pelo(a):","A) barulho excessivo produzido pelo ranger das cadeiras do teatro.
B) indicação da neutralidade como a melhor opção ideológica naquele momento.
C) constatação da censura em função do engajamento social do texto dramático.
D) correlação entre o alinhamento político e a posição corporal dos espectadores.
E) interrupção do espetáculo em virtude do comportamento inadequado do público.
"
2017399025,"Questão enem2017399025

Uma noite em 67, de Renato Terra e Ricardo Calil. Editora Planeta, 296 páginas.
Mas foi uma noite, aquela noite de sábado 21 de outubro de 1967, que parou o nosso país. Parou pra ver a finalíssima do III Festival da Record, quando um jovem de 24 anos chamado Eduardo Lobo, o Edu Lobo, saiu carregado do Teatro Paramount em São Paulo depois de ganhar o prêmio máximo do festival com Ponteio, que cantou acompanhado da charmosa e iniciante Marília Medalha.
Foi naquela noite que Chico Buarque entoou sua Roda viva ao lado do MPB-4 de Magro, o arranjador. Que Caetano Veloso brilhou cantando Alegria, alegria com a plateia ao som das guitarras dos Beat Boys, que Gilberto Gil apresentou a tropicalista Domingo no parque com os Mutantes.
Aquela noite que acabou virando filme, em 2010, nas mãos de Renato Terra e Ricardo Calil, agora virou livro. O livro que está sendo lançado agora é a história daquela noite, ampliada e em estado que no jargão jornalístico chamamos de matéria bruta. Quem viu o filme vai se deliciar com as histórias — e algumas fofocas — que cada um tem para contar, agora sem os cortes necessários que um filme exige. E quem não viu o filme tem diante de si um livro de histórias, pensando bem, de História.
VILLAS, A. Disponível em: www.cartacapital.com.br. Acesso em: 18 jun. 2014 (adaptado).

Considerando os elementos constitutivos dos gêneros textuais circulantes na sociedade, nesse fragmento de resenha predominam:

A) caracterizações de personalidades do contexto musical brasileiro dos anos 1960.
B) questões polêmicas direcionadas à produção musical brasileira nos anos 1960.
C) relatos de experiências de artistas sobre os festivais de música de 1967.
D) explicações sobre o quadro cultural do Brasil durante a década de 1960.
E) opiniões a respeito de uma obra sobre a cena musical de 1967.
","

Uma noite em 67, de Renato Terra e Ricardo Calil. Editora Planeta, 296 páginas.
Mas foi uma noite, aquela noite de sábado 21 de outubro de 1967, que parou o nosso país. Parou pra ver a finalíssima do III Festival da Record, quando um jovem de 24 anos chamado Eduardo Lobo, o Edu Lobo, saiu carregado do Teatro Paramount em São Paulo depois de ganhar o prêmio máximo do festival com Ponteio, que cantou acompanhado da charmosa e iniciante Marília Medalha.
Foi naquela noite que Chico Buarque entoou sua Roda viva ao lado do MPB-4 de Magro, o arranjador. Que Caetano Veloso brilhou cantando Alegria, alegria com a plateia ao som das guitarras dos Beat Boys, que Gilberto Gil apresentou a tropicalista Domingo no parque com os Mutantes.
Aquela noite que acabou virando filme, em 2010, nas mãos de Renato Terra e Ricardo Calil, agora virou livro. O livro que está sendo lançado agora é a história daquela noite, ampliada e em estado que no jargão jornalístico chamamos de matéria bruta. Quem viu o filme vai se deliciar com as histórias — e algumas fofocas — que cada um tem para contar, agora sem os cortes necessários que um filme exige. E quem não viu o filme tem diante de si um livro de histórias, pensando bem, de História.
VILLAS, A. Disponível em: www.cartacapital.com.br. Acesso em: 18 jun. 2014 (adaptado).

Considerando os elementos constitutivos dos gêneros textuais circulantes na sociedade, nesse fragmento de resenha predominam:","A) caracterizações de personalidades do contexto musical brasileiro dos anos 1960.
B) questões polêmicas direcionadas à produção musical brasileira nos anos 1960.
C) relatos de experiências de artistas sobre os festivais de música de 1967.
D) explicações sobre o quadro cultural do Brasil durante a década de 1960.
E) opiniões a respeito de uma obra sobre a cena musical de 1967.
"
2017399026,"Questão enem2017399026

Apesar de muitas crianças e adolescentes terem a Barbie como um exemplo de beleza, um infográfico feito
pelo site Rehabs.com comprovou que, caso uma mulher tivesse as medidas da boneca de plástico, ela nem
estaria viva.
Não é exatamente uma novidade que as proporções da boneca mais famosa do mundo são absurdas para o mundo real. Ativistas que lutam pela construção de uma autoimagem mais saudável, pesquisadores de  distúrbios alimentares e pessoas que se preocupam com o impacto da indústria cultural na psique humana apontam, há anos, a influência de modelos como a Barbie na distorção do corpo feminino.

Pescoço
Com um pescoço duas vezes mais longo e 15 centímetros mais fino do que o de uma mulher, a Barbie seria incapaz de manter sua cabeça levantada.

Cintura
Com uma cintura de 40 centímetros (menor do que a sua cabeça), a Barbie da vida real só teria espaço em seu corpo para acomodar metade de um rim e alguns centímetros de intestino.

Quadril
O índice que mede a relação entre a cintura e o quadril da Barbie é de 0,56, o que significa que a medida da sua cintura representa 56% da circunferência de seu quadril. Esse mesmo índice, em uma mulher americana média, é de 0,8.
Disponível em: http://oglobo.globo.com. Acesso em: 2 maio 2015.

Ao abordar as possíveis influências da indústria de brinquedos sobre a representação do corpo feminino, o
texto analisa a:

A) noção de beleza globalizada veiculada pela indústria cultural.
B) influência da mídia para a adoção de um estilo de vida salutar pelas mulheres.
C) relação entre a alimentação saudável e o padrão de corpo instituído pela boneca.
D) proporcionalidade entre a representação do corpo da boneca e a do corpo humano.
E) influência mercadológica na construção de uma autoimagem positiva do corpo feminino.
","

Apesar de muitas crianças e adolescentes terem a Barbie como um exemplo de beleza, um infográfico feito
pelo site Rehabs.com comprovou que, caso uma mulher tivesse as medidas da boneca de plástico, ela nem
estaria viva.
Não é exatamente uma novidade que as proporções da boneca mais famosa do mundo são absurdas para o mundo real. Ativistas que lutam pela construção de uma autoimagem mais saudável, pesquisadores de  distúrbios alimentares e pessoas que se preocupam com o impacto da indústria cultural na psique humana apontam, há anos, a influência de modelos como a Barbie na distorção do corpo feminino.

Pescoço
Com um pescoço duas vezes mais longo e 15 centímetros mais fino do que o de uma mulher, a Barbie seria incapaz de manter sua cabeça levantada.

Cintura
Com uma cintura de 40 centímetros (menor do que a sua cabeça), a Barbie da vida real só teria espaço em seu corpo para acomodar metade de um rim e alguns centímetros de intestino.

Quadril
O índice que mede a relação entre a cintura e o quadril da Barbie é de 0,56, o que significa que a medida da sua cintura representa 56% da circunferência de seu quadril. Esse mesmo índice, em uma mulher americana média, é de 0,8.
Disponível em: http://oglobo.globo.com. Acesso em: 2 maio 2015.

Ao abordar as possíveis influências da indústria de brinquedos sobre a representação do corpo feminino, o
texto analisa a:","A) noção de beleza globalizada veiculada pela indústria cultural.
B) influência da mídia para a adoção de um estilo de vida salutar pelas mulheres.
C) relação entre a alimentação saudável e o padrão de corpo instituído pela boneca.
D) proporcionalidade entre a representação do corpo da boneca e a do corpo humano.
E) influência mercadológica na construção de uma autoimagem positiva do corpo feminino.
"
2017399027,"Questão enem2017399027

Nuances
Euforia: alegria barulhenta. Felicidade: alegria silenciosa. 
Gravar: quando o ator é de televisão. Filmar: quando ele quer deixar claro que não é de televisão.
Grávida: em qualquer ocasião. Gestante: em filas e assentos preferenciais.
Guardar: na gaveta. Salvar: no computador. Salvaguardar: no Exército.
Menta: no sorvete, na bala ou no xarope. Hortelã: na horta ou no suco de abacaxi.
Peça: quando você vai assistir. Espetáculo: quando você está em cartaz com ele.
DUVIVIER, G. Folha de S. Paulo, 24 mar. 2014 (adaptado).

O texto trata da diferença de sentido entre vocábulos muito próximos. Essa diferença é apresentada
considerando-se a(s):

A) alternâncias na sonoridade.
B) adequação às situações de uso.
C) marcação flexional das palavras.
D) grafia na norma-padrão da língua.
E) categorias gramaticais das palavras.
","

Nuances
Euforia: alegria barulhenta. Felicidade: alegria silenciosa. 
Gravar: quando o ator é de televisão. Filmar: quando ele quer deixar claro que não é de televisão.
Grávida: em qualquer ocasião. Gestante: em filas e assentos preferenciais.
Guardar: na gaveta. Salvar: no computador. Salvaguardar: no Exército.
Menta: no sorvete, na bala ou no xarope. Hortelã: na horta ou no suco de abacaxi.
Peça: quando você vai assistir. Espetáculo: quando você está em cartaz com ele.
DUVIVIER, G. Folha de S. Paulo, 24 mar. 2014 (adaptado).

O texto trata da diferença de sentido entre vocábulos muito próximos. Essa diferença é apresentada
considerando-se a(s):","A) alternâncias na sonoridade.
B) adequação às situações de uso.
C) marcação flexional das palavras.
D) grafia na norma-padrão da língua.
E) categorias gramaticais das palavras.
"
2017399028,"Questão enem2017399028


Disponível em: www.agenciapatriciagalvao.org.br. Acesso em: 15 maio 2017 (adaptado).

Campanhas publicitárias podem evidenciar problemas sociais. O cartaz tem como finalidade:

A) alertar os homens agressores sobre as consequências de seus atos.
B) conscientizar a população sobre a necessidade de denunciar a violência doméstica.
C) instruir as mulheres sobre o que fazer em casos de agressão.
D) despertar nas crianças a capacidade de reconhecer atos de violência doméstica.
E) exigir das autoridades ações preventivas contra a violência doméstica.
","


Disponível em: www.agenciapatriciagalvao.org.br. Acesso em: 15 maio 2017 (adaptado).

Campanhas publicitárias podem evidenciar problemas sociais. O cartaz tem como finalidade:","A) alertar os homens agressores sobre as consequências de seus atos.
B) conscientizar a população sobre a necessidade de denunciar a violência doméstica.
C) instruir as mulheres sobre o que fazer em casos de agressão.
D) despertar nas crianças a capacidade de reconhecer atos de violência doméstica.
E) exigir das autoridades ações preventivas contra a violência doméstica.
"
2017399029,"Questão enem2017399029

TEXTO I

Fundamentam-se as regras da Gramática Normativa nas obras dos grandes escritores, em cuja linguagem as classes ilustradas põem o seu ideal de perfeição, porque nela é que se espelha o que o uso idiomático estabilizou e consagrou.
LIMA, C. H. R. Gramática normativa da língua portuguesa. Rio de Janeiro: José Olympio, 1989.

TEXTO II
Gosto de dizer. Direi melhor: gosto de palavrar. As palavras são para mim corpos tocáveis, sereias visíveis, sensualidades incorporadas. Talvez porque a sensualidade real não tem para mim interesse de nenhuma espécie — nem sequer mental ou de sonho —, transmudou-se-me o desejo para aquilo que em mim cria ritmos verbais, ou os escuta de outros. Estremeço se dizem bem. Tal página de Fialho, tal página de Chateaubriand, fazem formigar toda a minha vida em todas as veias, fazem-me raivar tremulamente quieto de um prazer inatingível que estou tendo. Tal página, até, de Vieira, na sua fria perfeição de engenharia sintáctica, me faz tremer como um ramo ao vento, num delírio passivo de coisa movida.
PESSOA, F. O livro do desassossego. São Paulo: Brasiliense, 1986.

A linguagem cumpre diferentes funções no processo de comunicação. A função que predomina nos textos I e II:

A) destaca o “como” se elabora a mensagem, considerando-se a seleção, combinação e sonoridade do texto. 
B) coloca o foco no “com o quê” se constrói a mensagem, sendo o código utilizado o seu próprio objeto.
C) focaliza o “quem” produz a mensagem, mostrando seu posicionamento e suas impressões pessoais.
D) orienta-se no “para quem” se dirige a mensagem, estimulando a mudança de seu comportamento.
E) enfatiza sobre “o quê” versa a mensagem, apresentada com palavras precisas e objetivas.
","

TEXTO I

Fundamentam-se as regras da Gramática Normativa nas obras dos grandes escritores, em cuja linguagem as classes ilustradas põem o seu ideal de perfeição, porque nela é que se espelha o que o uso idiomático estabilizou e consagrou.
LIMA, C. H. R. Gramática normativa da língua portuguesa. Rio de Janeiro: José Olympio, 1989.

TEXTO II
Gosto de dizer. Direi melhor: gosto de palavrar. As palavras são para mim corpos tocáveis, sereias visíveis, sensualidades incorporadas. Talvez porque a sensualidade real não tem para mim interesse de nenhuma espécie — nem sequer mental ou de sonho —, transmudou-se-me o desejo para aquilo que em mim cria ritmos verbais, ou os escuta de outros. Estremeço se dizem bem. Tal página de Fialho, tal página de Chateaubriand, fazem formigar toda a minha vida em todas as veias, fazem-me raivar tremulamente quieto de um prazer inatingível que estou tendo. Tal página, até, de Vieira, na sua fria perfeição de engenharia sintáctica, me faz tremer como um ramo ao vento, num delírio passivo de coisa movida.
PESSOA, F. O livro do desassossego. São Paulo: Brasiliense, 1986.

A linguagem cumpre diferentes funções no processo de comunicação. A função que predomina nos textos I e II:","A) destaca o “como” se elabora a mensagem, considerando-se a seleção, combinação e sonoridade do texto. 
B) coloca o foco no “com o quê” se constrói a mensagem, sendo o código utilizado o seu próprio objeto.
C) focaliza o “quem” produz a mensagem, mostrando seu posicionamento e suas impressões pessoais.
D) orienta-se no “para quem” se dirige a mensagem, estimulando a mudança de seu comportamento.
E) enfatiza sobre “o quê” versa a mensagem, apresentada com palavras precisas e objetivas.
"
2017399030,"Questão enem2017399030

Contranarciso
em mim 
eu vejo o outro
e outro
e outro
enfim dezenas
trens passando
vagões cheios de gente
centenas

o outro
que há em mim
é você
você
e você

assim como
eu estou em você
eu estou nele
em nós
e só quando
estamos em nós
estamos em paz
mesmo que estejamos a sós
LEMINSKI, P. Toda poesia. São Paulo: Cia. das Letras, 2013.

A busca pela identidade constitui uma faceta da tradição literária, redimensionada pelo olhar contemporâneo. No poema, essa nova dimensão revela a:

A) ausência de traços identitários.
B) angústia com a solidão em público.
C) valorização da descoberta do “eu” autêntico.
D) percepção da empatia como fator de autoconhecimento.
E) impossibilidade de vivenciar experiências de pertencimento.
","

Contranarciso
em mim 
eu vejo o outro
e outro
e outro
enfim dezenas
trens passando
vagões cheios de gente
centenas

o outro
que há em mim
é você
você
e você

assim como
eu estou em você
eu estou nele
em nós
e só quando
estamos em nós
estamos em paz
mesmo que estejamos a sós
LEMINSKI, P. Toda poesia. São Paulo: Cia. das Letras, 2013.

A busca pela identidade constitui uma faceta da tradição literária, redimensionada pelo olhar contemporâneo. No poema, essa nova dimensão revela a:","A) ausência de traços identitários.
B) angústia com a solidão em público.
C) valorização da descoberta do “eu” autêntico.
D) percepção da empatia como fator de autoconhecimento.
E) impossibilidade de vivenciar experiências de pertencimento.
"
2017399031,"Questão enem2017399031

No esporte-participação ou esporte popular, a manifestação ocorre no princípio do prazer lúdico, que tem como finalidade o bem-estar social dos seus praticantes. Está associado intimamente com o lazer e o tempo livre e ocorre em espaços não comprometidos com o tempo e fora das obrigações da vida diária. Tem como propósitos a descontração, a diversão, o desenvolvimento pessoal e o relacionamento com as pessoas. Pode-se afirmar que o esporte-participação, por ser a dimensão social do esporte mais inter-relacionada com os caminhos democráticos, equilibra o quadro de desigualdades de oportunidades esportivas encontrado na dimensão esporte-performance. Enquanto o esporte-performance só permite sucesso aos talentos ou àqueles que tiveram condições, o esporte-participação favorece o prazer a todos que dele desejarem tomar parte.
GODTSFRIEDT, J. Esporte e sua relação com a sociedade: uma síntese bibliográfica. EFDeportes, n. 142, mar. 2010.

O sentido de esporte-participação construído no texto está fundamentalmente presente:

A) nos Jogos Olímpicos, uma vez que reúnem diversos países na disputa de diferentes modalidades esportivas.
B) nas competições de esportes individuais, uma vez que o sucesso de um indivíduo incentiva a participação dos demais.
C) nos campeonatos oficiais de futebol, regionais e nacionais, por se tratar de uma modalidade esportiva muito popular no país.
D) nas competições promovidas pelas federações e confederações, cujo objetivo é a formação e a descoberta de talentos.
E) nas modalidades esportivas adaptadas, cujo objetivo é o maior engajamento dos cidadãos.
","

No esporte-participação ou esporte popular, a manifestação ocorre no princípio do prazer lúdico, que tem como finalidade o bem-estar social dos seus praticantes. Está associado intimamente com o lazer e o tempo livre e ocorre em espaços não comprometidos com o tempo e fora das obrigações da vida diária. Tem como propósitos a descontração, a diversão, o desenvolvimento pessoal e o relacionamento com as pessoas. Pode-se afirmar que o esporte-participação, por ser a dimensão social do esporte mais inter-relacionada com os caminhos democráticos, equilibra o quadro de desigualdades de oportunidades esportivas encontrado na dimensão esporte-performance. Enquanto o esporte-performance só permite sucesso aos talentos ou àqueles que tiveram condições, o esporte-participação favorece o prazer a todos que dele desejarem tomar parte.
GODTSFRIEDT, J. Esporte e sua relação com a sociedade: uma síntese bibliográfica. EFDeportes, n. 142, mar. 2010.

O sentido de esporte-participação construído no texto está fundamentalmente presente:","A) nos Jogos Olímpicos, uma vez que reúnem diversos países na disputa de diferentes modalidades esportivas.
B) nas competições de esportes individuais, uma vez que o sucesso de um indivíduo incentiva a participação dos demais.
C) nos campeonatos oficiais de futebol, regionais e nacionais, por se tratar de uma modalidade esportiva muito popular no país.
D) nas competições promovidas pelas federações e confederações, cujo objetivo é a formação e a descoberta de talentos.
E) nas modalidades esportivas adaptadas, cujo objetivo é o maior engajamento dos cidadãos.
"
2017399032,"Questão enem2017399032

Segundo quadro

Uma sala da prefeitura. O ambiente é modesto. Durante a mutação, ouve-se um dobrado e vivas a Odorico, “viva o prefeito” etc. Estão em cena Dorotéa, Juju, Dirceu, Dulcinéa, o vigário e Odorico. Este último, à janela, discursa.

ODORICO — Povo sucupirano! Agoramente já investido no cargo de Prefeito, aqui estou para receber a confirmação, a ratificação, a autenticação e por que não dizer a sagração do povo que me elegeu. 

Aplausos vêm de fora.

ODORICO — Eu prometi que o meu primeiro ato como prefeito seria ordenar a construção do cemitério.

Aplausos, aos quais se incorporam as personagens em cena.

ODORICO — (Continuando o discurso:) Botando de lado os entretantos e partindo pros finalmente, é uma alegria poder anunciar que prafrentemente vocês já poderão morrer descansados, tranquilos e desconstrangidos, na certeza de que vão ser sepultados aqui mesmo, nesta terra morna e cheirosa de Sucupira. E quem votou em mim, basta dizer isso ao padre na hora da extrema-unção, que tem enterro e cova de graça, conforme o prometido.
GOMES, D. O bem amado. Rio de Janeiro: Ediouro, 2012.

O gênero peça teatral tem o entretenimento como uma de suas funções. Outra função relevante do gênero, explícita nesse trecho de O bem amado, é:

A) criticar satiricamente o comportamento de pessoas públicas.
B) denunciar a escassez de recursos públicos nas prefeituras do interior.
C) censurar a falta de domínio da língua padrão em eventos sociais.
D) despertar a preocupação da plateia com a expectativa de vida dos cidadãos.
E) questionar o apoio irrestrito de agentes públicos aos gestores governamentais.
","

Segundo quadro

Uma sala da prefeitura. O ambiente é modesto. Durante a mutação, ouve-se um dobrado e vivas a Odorico, “viva o prefeito” etc. Estão em cena Dorotéa, Juju, Dirceu, Dulcinéa, o vigário e Odorico. Este último, à janela, discursa.

ODORICO — Povo sucupirano! Agoramente já investido no cargo de Prefeito, aqui estou para receber a confirmação, a ratificação, a autenticação e por que não dizer a sagração do povo que me elegeu. 

Aplausos vêm de fora.

ODORICO — Eu prometi que o meu primeiro ato como prefeito seria ordenar a construção do cemitério.

Aplausos, aos quais se incorporam as personagens em cena.

ODORICO — (Continuando o discurso:) Botando de lado os entretantos e partindo pros finalmente, é uma alegria poder anunciar que prafrentemente vocês já poderão morrer descansados, tranquilos e desconstrangidos, na certeza de que vão ser sepultados aqui mesmo, nesta terra morna e cheirosa de Sucupira. E quem votou em mim, basta dizer isso ao padre na hora da extrema-unção, que tem enterro e cova de graça, conforme o prometido.
GOMES, D. O bem amado. Rio de Janeiro: Ediouro, 2012.

O gênero peça teatral tem o entretenimento como uma de suas funções. Outra função relevante do gênero, explícita nesse trecho de O bem amado, é:","A) criticar satiricamente o comportamento de pessoas públicas.
B) denunciar a escassez de recursos públicos nas prefeituras do interior.
C) censurar a falta de domínio da língua padrão em eventos sociais.
D) despertar a preocupação da plateia com a expectativa de vida dos cidadãos.
E) questionar o apoio irrestrito de agentes públicos aos gestores governamentais.
"
2017399033,"Questão enem2017399033

João/Zero (Wagner Moura) é um cientista genial, mas infeliz porque há 20 anos atrás foi humilhado publicamente durante uma festa e perdeu Helena (Alinne Moraes), uma antiga e eterna paixão. Certo dia, uma experiência com um de seus inventos permite que ele faça uma viagem no tempo, retornando para aquela época e podendo interferir no seu destino. Mas quando ele retorna, descobre que sua vida mudou totalmente e agora precisa encontrar um jeito de mudar essa história, nem que para isso tenha que voltar novamente ao passado. Será que ele conseguirá acertar as coisas?
Disponível em: http://adorocinema.com. Acesso em: 4 out. 2011.

Qual aspecto da organização gramatical atualiza os eventos apresentados na resenha, contribuindo para 
despertar o interesse do leitor pelo filme?

A) o emprego do verbo haver, em vez de ter, em “há 20 anos atrás foi humilhado”.
B) a descrição dos fatos com verbos no presente do indicativo, como “retorna” e “descobre”.
C) a repetição do emprego da conjunção “mas” para contrapor ideias.
D) a finalização do texto com a frase de efeito “Será que ele conseguirá acertar as coisas?”.
E) o uso do pronome de terceira pessoa “ele” ao longo do texto para fazer referência ao protagonista “João/Zero”.
","

João/Zero (Wagner Moura) é um cientista genial, mas infeliz porque há 20 anos atrás foi humilhado publicamente durante uma festa e perdeu Helena (Alinne Moraes), uma antiga e eterna paixão. Certo dia, uma experiência com um de seus inventos permite que ele faça uma viagem no tempo, retornando para aquela época e podendo interferir no seu destino. Mas quando ele retorna, descobre que sua vida mudou totalmente e agora precisa encontrar um jeito de mudar essa história, nem que para isso tenha que voltar novamente ao passado. Será que ele conseguirá acertar as coisas?
Disponível em: http://adorocinema.com. Acesso em: 4 out. 2011.

Qual aspecto da organização gramatical atualiza os eventos apresentados na resenha, contribuindo para 
despertar o interesse do leitor pelo filme?","A) o emprego do verbo haver, em vez de ter, em “há 20 anos atrás foi humilhado”.
B) a descrição dos fatos com verbos no presente do indicativo, como “retorna” e “descobre”.
C) a repetição do emprego da conjunção “mas” para contrapor ideias.
D) a finalização do texto com a frase de efeito “Será que ele conseguirá acertar as coisas?”.
E) o uso do pronome de terceira pessoa “ele” ao longo do texto para fazer referência ao protagonista “João/Zero”.
"
2017399034,"Questão enem2017399034


Época, n. 698, 3 out. 2011 (adaptado).

Os textos publicitários são produzidos para cumprir determinadas funções comunicativas. Os objetivos desse cartaz estão voltados para a conscientização dos brasileiros sobre a necessidade de:

A) as crianças frequentarem a escola regularmente.
B) a formação leitora começar na infância.
C) a alfabetização acontecer na idade certa.
D) a literatura ter o seu mercado consumidor ampliado.
E) as escolas desenvolverem campanhas a favor da leitura.
","


Época, n. 698, 3 out. 2011 (adaptado).

Os textos publicitários são produzidos para cumprir determinadas funções comunicativas. Os objetivos desse cartaz estão voltados para a conscientização dos brasileiros sobre a necessidade de:","A) as crianças frequentarem a escola regularmente.
B) a formação leitora começar na infância.
C) a alfabetização acontecer na idade certa.
D) a literatura ter o seu mercado consumidor ampliado.
E) as escolas desenvolverem campanhas a favor da leitura.
"
2017399035,"Questão enem2017399035

Aí pelas três da tarde
Nesta sala atulhada de mesas, máquinas e papéis, onde invejáveis escreventes dividiram entre si o bom-
senso do mundo, aplicando-se em ideias claras apesar do ruído e do mormaço, seguros ao se pronunciarem 
sobre problemas que afligem o homem moderno (espécie da qual você, milenarmente cansado, talvez se sinta um tanto excluído), largue tudo de repente sob os olhares a sua volta, componha uma cara de louco quieto e perigoso, faça os gestos mais calmos quanto os tais escribas mais severos, dê um largo “ciao” ao trabalho do dia, assim como quem se despede da vida, e surpreenda pouco mais tarde, com sua presença em hora tão insólita, os que estiveram em casa ocupados na limpeza dos armários, que você não sabia antes como era conduzida. Convém não responder aos olhares interrogativos, deixando crescer, por instantes, a intensa expectativa que se instala. Mas não exagere na medida e suba sem demora ao quarto, libertando aí os pés das meias e dos sapatos, tirando a roupa do corpo como se retirasse a importância das coisas, pondo-se enfim em vestes mínimas, quem sabe até em pelo, mas sem ferir o decoro (o seu decoro, está claro), e aceitando ao mesmo tempo, como boa verdade provisória, toda mudança de comportamento.
NASSAR, R. Menina a caminho. São Paulo: Cia. das Letras, 1997.

Em textos de diferentes gêneros, algumas estratégias argumentativas referem-se a recursos linguístico-discursivos mobilizados para envolver o leitor. No texto, caracteriza-se como estratégia de envolvimento a:

A) prescrição de comportamentos, como em: “[...] largue tudo de repente sob os olhares a sua volta [...]”.
B) apresentação de contraposição, como em: “Mas não exagere na medida e suba sem demora ao quarto [...]”.
C) explicitação do interlocutor, como em: “[...] (espécie da qual você, milenarmente cansado, talvez se sinta um tanto excluído) [...]”.
D) descrição do espaço, como em: “Nesta sala atulhada de mesas, máquinas e papéis, onde invejáveis escreventes dividiram entre si o bom-senso do mundo [...]”.
E) construção de comparações, como em: “[...] libertando aí os pés das meias e dos sapatos, tirando a roupa do corpo como se retirasse a importância das coisas [...]”.
","

Aí pelas três da tarde
Nesta sala atulhada de mesas, máquinas e papéis, onde invejáveis escreventes dividiram entre si o bom-
senso do mundo, aplicando-se em ideias claras apesar do ruído e do mormaço, seguros ao se pronunciarem 
sobre problemas que afligem o homem moderno (espécie da qual você, milenarmente cansado, talvez se sinta um tanto excluído), largue tudo de repente sob os olhares a sua volta, componha uma cara de louco quieto e perigoso, faça os gestos mais calmos quanto os tais escribas mais severos, dê um largo “ciao” ao trabalho do dia, assim como quem se despede da vida, e surpreenda pouco mais tarde, com sua presença em hora tão insólita, os que estiveram em casa ocupados na limpeza dos armários, que você não sabia antes como era conduzida. Convém não responder aos olhares interrogativos, deixando crescer, por instantes, a intensa expectativa que se instala. Mas não exagere na medida e suba sem demora ao quarto, libertando aí os pés das meias e dos sapatos, tirando a roupa do corpo como se retirasse a importância das coisas, pondo-se enfim em vestes mínimas, quem sabe até em pelo, mas sem ferir o decoro (o seu decoro, está claro), e aceitando ao mesmo tempo, como boa verdade provisória, toda mudança de comportamento.
NASSAR, R. Menina a caminho. São Paulo: Cia. das Letras, 1997.

Em textos de diferentes gêneros, algumas estratégias argumentativas referem-se a recursos linguístico-discursivos mobilizados para envolver o leitor. No texto, caracteriza-se como estratégia de envolvimento a:","A) prescrição de comportamentos, como em: “[...] largue tudo de repente sob os olhares a sua volta [...]”.
B) apresentação de contraposição, como em: “Mas não exagere na medida e suba sem demora ao quarto [...]”.
C) explicitação do interlocutor, como em: “[...] (espécie da qual você, milenarmente cansado, talvez se sinta um tanto excluído) [...]”.
D) descrição do espaço, como em: “Nesta sala atulhada de mesas, máquinas e papéis, onde invejáveis escreventes dividiram entre si o bom-senso do mundo [...]”.
E) construção de comparações, como em: “[...] libertando aí os pés das meias e dos sapatos, tirando a roupa do corpo como se retirasse a importância das coisas [...]”.
"
