ano,dia,n_questao,texto
2013,1,QUESTÃO 68,"O glifosato (C3H8NO5P) é um herbicida pertencente 
ao grupo químico das glicinas, classificado como não 
seletivo. Esse composto possui os grupos funcionais 
carboxilato, amino e fosfonato. A degradação do glifosato 
no solo é muito rápida e realizada por grande variedade 
de microrganismos, que usam o produto como fonte 
de energia e fósforo. Os produtos da degradação são 
o ácido aminometilfosfônico (AMPA) e o N-metilglicina 
(sarcosina):
Glifosato
Sarcosina AMPA
H3C
NH
O
OH
H2N
O
OH
OH
P
AMARANTE JR., O. P. et al. Química Nova, São Paulo, v. 25, n. 3, 2002 (adaptado).
A partir do texto e dos produtos de degradação 
apresentados, a estrutura química que representa o 
glifosato é:
A 
O
OH
OH
PH2N
O
O
 
B
O
OH
OH
PHO
O
NH
 
C HO
O NH2 O
OH
OH
P
 
D
O
OH
OH
PH2N
O
O
 
E
O
OH
OH
POH2N
O
*AZUL75SAB22*

2013"
2012,1,QUESTÃO 119,"A marcha galopante das tecnologias teve por primeiro 
resultado multiplicar em enormes proporções tanto a 
massa das notícias que circulam quanto as ocasiões de 
sermos solicitados por elas. Os profissionais têm tendência 
a considerar esta inflação como automaticamente 
favorável ao público, pois dela tiram proveito e tornam-
se obcecados pela imagem liberal do grande mercado 
em que cada um, dotado de luzes por definição iguais, 
pode fazer sua escolha em toda liberdade. Isso jamais 
foi realizado e tende a nunca ser. Na verdade, os leitores, 
ouvintes, telespectadores, mesmo se se abandonam a sua 
bulimia*, não são realmente nutridos por esta indigesta 
sopa de informações e sua busca finaliza em frustração. 
Cada vez mais frequentemente, até, eles ressentem 
esse bombardeio de riquezas falsas como agressivo e se 
refugiam na resistência a toda ou qualquer informação.
O verdadeiro problema das sociedades pós-
industriais não é a penúria**, mas a abundância. As 
sociedades modernas têm a sua disposição muito mais 
do que necessitam em objetos, informações e contatos. 
Ou, mais exatamente, disso resulta uma desarmonia 
entre uma oferta, não excessiva, mas incoerente, e uma 
demanda que, confusamente, exige uma escolha muito 
mais rápida a absorver. Por isso os órgãos de informação 
devem escolher, uma vez que o homem contemporâneo 
apressado, estressado, desorientado busca uma linha 
diretriz, uma classificação mais clara, um condensado do 
que é realmente importante.
(*) fome excessiva, desejo descontrolado.
(**) miséria, pobreza.
VOYENNE, B. Informação hoje. Lisboa: Armand Colin, 1975 (adaptado).
Com o uso das novas tecnologias, os domínios 
midiáticos obtiveram um avanço maior e uma presença 
mais atuante junto ao público, marcada ora pela quase 
simultaneidade das informações, ora pelo uso abundante 
de imagens. A relação entre as necessidades da 
sociedade moderna e a oferta de informação, segundo 
o texto, é desarmônica, porque
A o jornalista seleciona as informações mais importantes 
antes de publicá-las.
B o ser humano precisa de muito mais conhecimento do 
que a tecnologia pode dar.
C o problema da sociedade moderna é a abundância de 
informações e de liberdade de escolha.
D a oferta é incoerente com o tempo que as pessoas têm 
para digerir a quantidade de informação disponível.
E a utilização dos meios de informação acontece de 
maneira desorganizada e sem controle efetivo.
*amar25dom13*"
2017,2,QUESTÃO 164,"A mensagem digitada no celular, enquanto você 
dirige, tira a sua atenção e, por isso, deve ser evitada. 
Pesquisas mostram que um motorista que dirige um 
carro a uma velocidade constante percorre “às cegas” 
(isto é, sem ter visão da pista) uma distância proporcional 
ao tempo gasto ao olhar para o celular durante a digitação 
da mensagem. Considere que isso de fato aconteça. 
Suponha que dois motoristas (X e Y) dirigem com a mesma 
velocidade constante e digitam a mesma mensagem em 
seus celulares. Suponha, ainda, que o tempo gasto pelo 
motorista X olhando para seu celular enquanto digita a 
mensagem corresponde a 25% do tempo gasto pelo 
motorista Y para executar a mesma tarefa. 
Disponível em: http://g1.globo.com. Acesso em: 21 jul. 2012 (adaptado).
A razão entre as distâncias percorridas às cegas por 
X e Y, nessa ordem, é igual a
A
5
4
B
1
4
C
4
3
D
4
1
E
3
4
*DO0725AZ25*"
2016,1,QUESTÃO 23,"TEXTO I
Fragmento B91: Não se pode banhar duas vezes no 
mesmo rio, nem substância mortal alcançar duas vezes 
a mesma condição; mas pela intensidade e rapidez da 
mudança, dispersa e de novo reúne.
HERÁCLITO. Fragmentos (Sobre a natureza). São Paulo: Abril Cultural, 1996 (adaptado).
TEXTO II
Fragmento B8: São muitos os sinais de que o ser 
é ingênito e indestrutível, pois é compacto, inabalável 
homogêneo, uno, contínuo. Como poderia o que é 
perecer? Como poderia gerar-se?
PARMÊNIDES. Da natureza. São Paulo: Loyola, 2002 (adaptado).
Os fragmentos do pensamento pré-socrático expõem 
uma oposição que se insere no campo das
A investigações do pensamento sistemático.
B preocupações do período mitológico.
C discussões de base ontológica.
D habilidades da retórica sofística.
E verdades do mundo sensível.

*AZUL75SAB9*"
2019,1,Questão 11,"Esporte e cultura: análise acerca da esportivização de práticas corporais nos jogos indígenas
Nos Jogos dos Povos Indígenas, observa-se que as práticas corporais realizadas envolvem elementos 
tradicionais (como as pinturas e adornos corporais) e modernos (como a regulamentação, a fiscalização e a 
padronização). O arco e flecha e a lança, por exemplo, são instrumentos tradicionalmente utilizados para a caça e a 
defesa da comunidade na aldeia. Na ocasião do evento, esses artefatos foram produzidos pela própria etnia, porém 
sua estruturação como “modalidade esportiva” promoveu uma semelhança entre as técnicas apresentadas, com o 
sentido único da competição.
ALMEIDA, A. J. M.; SUASSUNA, D. M. F. A. Pensar a prática, n. 1, jan.-abr. 2010 (adaptado).
A relação entre os elementos tradicionais e modernos nos Jogos dos Povos Indígenas desencadeou a
A padronização de pinturas e adornos corporais.
B sobreposição de elementos tradicionais sobre os modernos.
C individuação das técnicas apresentadas em diferentes modalidades.
D legitimação das práticas corporais indígenas como modalidade esportiva.
E preservação dos significados próprios das práticas corporais em cada cultura.
*SA0175AZ7*"
2015,1,QUESTÃO 87,"O formato das células de organismos pluricelulares é 
extremamente variado. Existem células discoides, como 
é o caso das hemácias, as que lembram uma estrela, 
como os neurônios, e ainda algumas alongadas, como as 
musculares.
Em um mesmo organismo, a diferenciação dessas células 
ocorre por
A
B possuírem DNA mitocondrial diferentes.
C apresentarem conjunto de genes distintos.
D expressarem porções distintas do genoma.
E terem um número distinto de cromossomos."
2012,2,QUESTÃO 88,"Nossa pele possui células que reagem à incidência 
de luz ultravioleta e produzem uma substância chamada 
melanina, responsável pela pigmentação da pele. 
Pensando em se bronzear, uma garota vestiu um biquíni, 
acendeu a luz de seu quarto e deitou-se exatamente 
abaixo da lâmpada incandescente. Após várias horas ela 
percebeu que não conseguiu resultado algum.
O bronzeamente não ocorreu porque a luz emitida pela 
lâmpada incandescente é de
A baixa intensidade.
B baixa frequência.
C um espectro contínuo.
D amplitude inadequada.
E curto comprimento de onda."
2018,1,QUESTÃO 11,"TEXTO I
ALMEIDA, H. Dentro de mim
TEXTO II
A body art põe o corpo tão em evidência e o submete a
aos dias de hoje. Se na arte atual as possibilidades de 
escolher entre representar, apresentar, ou ainda apenas 
evocar o corpo – isso ocorre graças ao legado dos artistas 
pioneiros.
SILVA, P. R. : fronteiras. II Encontro de História 
Nos textos, a concepção de body art está relacionada à 
intenção de
A estabelecer limites entre o corpo e a composição.
B fazer do corpo um suporte privilegiado de expressão.
C discutir políticas e ideologias sobre o corpo como arte.
D compreender a autonomia do corpo no contexto da obra.
E destacar o corpo do artista em contato com o expectador."
2017,1,QUESTÃO 05,"El eclipse
Cuando Fray Bartolomé Arrazola se sintió perdido 
aceptó que ya nada podría salvarlo. La selva poderosa 
de Guatemala lo había apresado, implacable y definitiva. 
Ante su ignorancia topográfica se sentó con tranquilidad 
a esperar la muerte. Al despertar se encontró rodeado por 
un grupo de indígenas de rostro impasible que se disponía 
a sacrificarlo ante un altar, un altar que a Bartolomé le 
pareció como el lecho en que descansaría, al fin, de sus 
temores, de su destino, de sí mismo. Tres años en el país 
le habían conferido un mediano dominio de las lenguas 
nativas. Intentó algo. Dijo algunas palabras que fueron 
comprendidas. Entonces floreció en él una idea que tuvo 
por digna de su talento y de su cultura universal y de su 
arduo conocimiento de Aristóteles. Recordó que para ese 
día se esperaba un eclipse total de sol. Y dispuso, en lo 
más íntimo, valerse de aquel conocimiento para engañar 
a sus opresores y salvar la vida. — Si me matáis — les 
dijo — puedo hacer que el sol se oscurezca en su altura. 
Los indígenas lo miraron fijamente y Bartolomé sorprendió 
la incredulidad en sus ojos. Vio que se produjo un pequeño 
consejo, y esperó confiado, no sin cierto desdén. 
Dos horas después el corazón de Fray Bartolomé Arrazola 
chorreaba su sangre vehemente sobre la piedra de los 
sacrificios (brillante bajo la opaca luz de un sol eclipsado), 
mientras uno de los indígenas recitaba sin ninguna 
inflexión de voz, sin prisa, una por una las infinitas fechas 
en que se producirían eclipses solares y lunares, que 
los astrónomos de la comunidad maya habían previsto y 
anotado en sus códices sin la valiosa ayuda de Aristóteles.
MONTERROSO, A. Obras completas y otros cuentos. Bogotá: Norma, 1994 (adaptado).
No texto, confrontam-se duas visões de mundo: a da 
cultura ocidental, representada por Frei Bartolomé 
Arrazola, e a da mítica pré-hispânica, representada pela 
comunidade indígena maia. Segundo a narrativa,
A  os catequizadores espanhóis avalizam os saberes 
produzidos pelas comunidades indígenas hispano-
americanas.
B  os indígenas da comunidade maia mostram-se 
perplexos diante da superioridade do conhecimento 
aristotélico do frei espanhol.
C  o catequizador espanhol Arrazola apresenta-se 
adaptado às culturas autóctones, ao promover a 
interlocução entre os conhecimentos aristotélico e 
indígena.
D  o episódio representa, de forma neutra, o significado 
do conhecimento ancestral indígena, quando 
comparado ao conhecimento ocidental.
E  os conhecimentos acadêmicos de Arrazola são 
insuficientes para salvá-lo da morte, ante a sabedoria 
astronômica da cultura maia."
2013,2,QUESTÃO 141,"Uma loja acompanhou o número de compradores 
de dois produtos, A e B, durante os meses de janeiro, 
fevereiro e março de 2012. Com isso, obteve este gráfico:
90
80
70
60
50
40
30
20
10
0
10
20
30
20
60
80
Janeiro Fevereiro Março
A
B
N
úm
er
o 
de
 c
om
pr
ad
or
es
A loja sorteará um brinde entre os compradores do 
produto A e outro brinde entre os compradores do produto B.
Qual a probabilidade de que os dois sorteados tenham 
feito suas compras em fevereiro de 2012?
A 
1
20
B
3
242
C
5
22
D
6
25
E
7
15
*AMAR25DOM20*
2013"
