ano,dia,n_questao,texto
2012,1,QUESTÃO 135,"eu gostava muito de passeá... saí com as minhas 
colegas... brincá na porta di casa di vôlei... andá de 
patins... bicicleta... quando eu levava um tombo ou 
outro... eu era a::... a palhaça da turma... ((risos))... eu 
acho que foi uma das fases mais... assim... gostosas da 
minha vida foi... essa fase de quinze... dos meus treze 
aos dezessete anos...
A.P.S., sexo feminino, 38 anos, nível de ensino fundamental. 
Projeto Fala Goiana, UFG, 2010 (inédito).
Um aspecto da composição estrutural que caracteriza o relato 
pessoal de A.P.S. como modalidade falada da língua é
A predomínio de linguagem informal entrecortada 
por pausas.
B vocabulário regional desconhecido em outras 
variedades do português.
C realização do plural conforme as regras da 
tradição gramatical.
D ausência de elementos promotores de coesão entre 
os eventos narrados.
E presença de frases incompreensíveis a um leitor iniciante.
*amar25dom18*

MATEMÁTICA E SUAS TECNOLOGIAS"
2015,1,QUESTÃO 47,"A indústria têxtil utiliza grande quantidade de corantes 
no processo de tingimento dos tecidos. O escurecimento 
das águas dos rios causado pelo despejo desses 
corantes pode desencadear uma série de problemas no 
ecossistema aquático. 
Considerando esse escurecimento das águas, o impacto 
negativo inicial que ocorre é o(a)
A
B proliferação de algas.
C inibição da fotossíntese.
D fotodegradação da matéria orgânica. 
E aumento da quantidade de gases dissolvidos.

2015 *AZUL75SAB17*"
2016,1,QUESTÃO 10,"O que ocorreu na Bahia de 1798, ao contrário das 
outras situações de contestação política na América 
portuguesa, é que o projeto que lhe era subjacente 
não tocou somente na condição, ou no instrumento, da 
integração subordinada das colônias no império luso. 
Dessa feita, ao contrário do que se deu nas Minas Gerais 
(1789), a sedição avançou sobre a sua decorrência.
JANCSÓ, I.; PIMENTA, J. P. Peças de um mosaico. In: MOTA, C. G. (Org.). Viagem incompleta:
a experiência brasileira (1500-2000). São Paulo: Senac, 2000.
A diferença entre as sedições abordadas no texto 
encontrava-se na pretensão de
A eliminar a hierarquia militar.
B abolir a escravidão africana. 
C anular o domínio metropolitano.
D suprimir a propriedade fundiária.
E extinguir o absolutismo monárquico.

*AZUL75SAB5*"
2012,1,QUESTÃO 92,"Nuestra comarca del mundo, que hoy llamamos 
América Latina perfeccionó sus funciones. Este ya no es 
el reino de las maravillas donde la realidad derrotaba a 
la fábula y la imaginación era humillada por los trofeos 
de la conquista, los yacimientos de oro y las montañas 
de plata. Pero la región sigue trabajando de sirvienta. 
Es América Latina, la región de las venas abiertas. 
Desde el descubrimiento hasta nuestros días, todo 
se ha trasmutado siempre en capital europeo o, más 
tarde, norteamericano, y como tal se ha acumulado y se 
acumula en los lejanos centros del poder. Todo: la tierra, 
sus frutos y sus profundidades ricas en minerales, los 
hombres y su capacidad de trabajo y de consumo, los 
recursos naturales y los recursos humanos. El modo de 
producción y la estructura de clases de cada lugar han 
sido sucesivamente determinados, desde fuera, por su 
incorporación al engranaje universal del capitalismo. 
Nuestra derrota estuvo siempre implícita en la victoria 
ajena; nuestra riqueza ha generado siempre nuestra 
pobreza para alimentar la prosperidad de otros: los 
imperios y sus caporales nativos.
GALEANO, E. Las venas abiertas de América Latina. 
Buenos Aires: Siglo Veintiuno Argentina, 2010 (adaptado).
A partir da leitura do texto, infere-se que, ao longo da 
história da América Latina,
A suas relações com as nações exploradoras sempre 
se caracterizaram por uma rede de dependências.
B seus países sempre foram explorados pelas mesmas 
nações desde o início do processo de colonização.
C sua sociedade sempre resistiu à aceitação do 
capitalismo imposto pelo capital estrangeiro.
D suas riquezas sempre foram acumuladas longe dos 
centros de poder.
E suas riquezas nunca serviram ao enriquecimento das 
elites locais."
2018,1,QUESTÃO 23,"O trabalho não era penoso: colar rótulos, meter 
papel celofane, branco, verde, azul, conforme o produto, 
rapidamente as oito horas havia o remédio: conversar. 
Era proibido, mas quem ia atrás de proibições? O patrão 
vinha? Vinha o encarregado do serviço? Calavam o 
voltavam a taramelar. As mãos não paravam, as línguas 
não paravam. Nessas conversas intermináveis, de 
linguagem solta e assuntos crus, Leniza se completou. 
Isabela, Afonsina, Idália, Jurete, Deolinda – foram mestras. 
O mundo acabou de se desvendar. Leniza perdeu o tom 
ingênuo que ainda podia ter. Ganhou um jogar de corpo 
que convida, um quebrar de olhos que promete tudo, à 
Ficou mais quente. A própria inteligência se transformou. 
REBELO, M. A estrela sobe
O romance, de 1939, traz à cena tipos e situações que 
espelham o Rio de Janeiro daquela década. No fragmento, 
o narrador delineia esse contexto centrado no
A julgamento da mulher fora do espaço doméstico.
B relato sobre as condições de trabalho no Estado Novo.
C destaque a grupos populares na condição de 
protagonistas.
D processo de inclusão do palavrão nos hábitos de 
linguagem.
E vínculo entre as transformações urbanas e os papéis 
femininos.
*SA0175AZ10*"
2016,2,QUESTÃO 134,"A obra de Túlio Piva poderia ser objeto de estudo nos 
bancos escolares, ao lado de Noel, Ataulfo e Lupicínio. 
Se o criador optou por permanecer em sua querência 
— Santiago, e depois Porto Alegre, a obra alçou voos 
mais altos, com passagens na Rússia, Estados Unidos e 
Venezuela. Tem que ter mulata, seu samba maior, é coisa 
de craque. Um retrato feito de ritmo e poesia, uma ode ao 
gênero que amou desde sempre. E o paradoxo: misto de 
gaúcho e italiano, nascido na fronteira com a Argentina, 
falando de samba, morro e mulata, com categoria. E que 
transmudado em samba.
RAMIREZ, H.; PIVA, R. (Org.). Túlio Piva: pra ser samba brasileiro. 
Porto Alegre: Programa Petrobras Cultural, 2005 (adaptado).
O texto é um trecho da crítica musical sobre a obra de 
Túlio Piva. Para enfatizar a qualidade do artista, usou-se 
como recurso argumentativo o(a)
A contraste entre o local de nascimento e a escolha 
pelo gênero samba.
B exemplo de temáticas gaúchas abordadas nas letras 
de sambas.
C alusão a gêneros musicais brasileiros e argentinos.
D comparação entre sambistas de diferentes regiões.
E aproximação entre a cultura brasileira e a argentina."
2014,2,QUESTÃO 147,"Uma organização não governamental divulgou um 
levantamento de dados realizado em algumas cidades 
brasileiras sobre saneamento básico. Os resultados 
indicam que somente 36% do esgoto gerado nessas 
cidades é tratado, o que mostra que 8 bilhões de litros de 
esgoto sem nenhum tratamento são lançados todos os 
dias nas águas.
Uma campanha para melhorar o saneamento básico 
nessas cidades tem como meta a redução da quantidade 
de esgoto lançado nas águas diariamente, sem 
tratamento, para 4 bilhões de litros nos próximos meses.
Se o volume de esgoto gerado permanecer o mesmo e 
a meta dessa campanha se concretizar, o percentual de 
esgoto tratado passará a ser
A 72%
B 68%
C 64%
D 54%
E 18%
*AMAR25DOM22*
2014"
2009,1,Questão 12,"Sabões são sais de ácidos carboxílicos de 
cadeia longa utilizados com a finalidade de facilitar, 
durante processos de lavagem, a remoção de 
substâncias de baixa solubilidade em água, por 
exemplo, óleos e gorduras. A figura a seguir representa 
a estrutura de uma molécula de sabão. 
 
 Em solução, os ânions do sabão podem 
hidrolisar a água e, desse modo, formar o ácido 
carboxílico correspondente. Por exemplo, para o 
estearato de sódio, é estabelecido o seguinte equilíbrio: 
 
CH3(CH2)16COO–  +  H2O  CH3(CH2)16COOH  +  OH– 
 
 Uma vez que o ácido carboxílico formado é 
pouco solúvel em água e menos eficiente na remoção 
de gorduras, o pH do meio deve ser controlado de 
maneira a evitar que o equilíbrio acima seja deslocado 
para a direita.  
Com base nas informações do texto, é correto concluir 
que os sabões atuam de maneira 
A mais eficiente em pH básico. 
B mais eficiente em pH ácido. 
C mais eficiente em pH neutro. 
D eficiente em qualquer faixa de pH. 
E mais eficiente em pH ácido ou neutro."
2016,1,QUESTÃO 40,"A mundialização introduz o aumento da produtividade 
do trabalho sem acumulação de capital, justamente 
pelo caráter divisível da forma técnica molecular-digital 
do que resulta a permanência da má distribuição da 
de refrigerantes às portas dos estádios viram sua 
produtividade aumentada graças ao just in time dos 
fabricantes e distribuidores de bebidas, mas para realizar 
o valor de tais mercadorias, a forma do trabalho dos 
vendedores é a mais primitiva. Combinam-se, pois, 
acumulação molecular-digital com o puro uso da força 
de trabalho.
OLIVEIRA, F. Crítica à razão dualista e o ornitorrinco. Campinas: Boitempo, 2003.
Os aspectos destacados no texto afetam diretamente 
questões como emprego e renda, sendo possível explicar 
essas transformações pelo(a)
A crise bancária e o fortalecimento do capital industrial.
B inovação toyotista e a regularização do trabalho 
formal.
C
estrutura produtiva.
D emergência da globalização e a expansão do 
setor secundário.
E diminuição do tempo de trabalho e a necessidade de 
diploma superior.

*AZUL75SAB14*"
2012,1,QUESTÃO 141,"Maria quer inovar em sua loja de embalagens e decidiu 
vender caixas com diferentes formatos. Nas imagens 
apresentadas estão as planificações dessas caixas.
Quais serão os sólidos geométricos que Maria obterá a 
partir dessas planificações?
A Cilindro, prisma de base pentagonal e pirâmide.
B Cone, prisma de base pentagonal e pirâmide.
C Cone, tronco de pirâmide e pirâmide.
D Cilindro, tronco de pirâmide e prisma.
E Cilindro, prisma e tronco de cone.
,"
